,start,end,activity
3135,1385065260,1385066220,inactive
3136,1385065200,1385065260,light_activity
3137,1385064900,1385065200,inactive
3138,1385064480,1385064900,light_activity
3139,1385064300,1385064480,inactive
3140,1385063940,1385064300,light_activity
3141,1385062380,1385063940,inactive
3142,1385061660,1385062380,light_activity
3143,1385059920,1385061660,inactive
3144,1385059860,1385059920,light_activity
3145,1385058480,1385059860,inactive
3146,1385058060,1385058480,light_activity
3147,1385057760,1385058060,inactive
3148,1385057460,1385057760,light_activity
3149,1385055420,1385057460,inactive
3150,1385055300,1385055420,light_activity
3151,1385054460,1385055300,inactive
3152,1385054400,1385054460,light_activity
3153,1385053740,1385054400,inactive
3154,1385053260,1385053740,light_activity
3155,1385052120,1385053260,off_wrist
3156,1385051460,1385052120,inactive
3157,1385051400,1385051460,light_activity
3158,1385024520,1385051400,sleep
3159,1385023740,1385024520,inactive
3160,1385023680,1385023740,light_activity
3161,1385021160,1385023680,inactive
3162,1385021100,1385021160,light_activity
3163,1385020200,1385021100,inactive
3164,1385193300,1385193840,inactive
3165,1385191740,1385193300,moderate_activity
3166,1385191260,1385191740,light_activity
3167,1385190240,1385191260,inactive
3168,1385189580,1385190240,light_activity
3169,1385188860,1385189580,inactive
3170,1385188560,1385188860,light_activity
3171,1385188320,1385188560,inactive
3172,1385187180,1385188320,light_activity
3173,1385186460,1385187180,inactive
3174,1385186400,1385186460,light_activity
3175,1385186040,1385186400,inactive
3176,1385185800,1385186040,light_activity
3177,1385185260,1385185800,inactive
3178,1385185080,1385185260,light_activity
3179,1385184900,1385185080,inactive
3180,1385184420,1385184900,light_activity
3181,1385184240,1385184420,inactive
3182,1385183880,1385184240,light_activity
3183,1385183580,1385183880,inactive
3184,1385183520,1385183580,light_activity
3185,1385183280,1385183520,inactive
3186,1385182920,1385183280,light_activity
3187,1385182020,1385182920,inactive
3188,1385181900,1385182020,light_activity
3189,1385181600,1385181900,inactive
3190,1385181000,1385181600,light_activity
3191,1385180700,1385181000,inactive
3192,1385180640,1385180700,light_activity
3193,1385180100,1385180640,inactive
3194,1385179740,1385180100,light_activity
3195,1385179320,1385179740,inactive
3196,1385179260,1385179320,light_activity
3197,1385179020,1385179260,inactive
3198,1385178780,1385179020,light_activity
3199,1385178300,1385178780,inactive
3200,1385178180,1385178300,light_activity
3201,1385177220,1385178180,moderate_activity
3202,1385176380,1385177220,light_activity
3203,1385175720,1385176380,inactive
3204,1385175600,1385175720,light_activity
3205,1385174280,1385175600,inactive
3206,1385174220,1385174280,light_activity
3207,1385172120,1385174220,inactive
3208,1385171280,1385172120,light_activity
3209,1385170980,1385171280,inactive
3210,1385170920,1385170980,light_activity
3211,1385170500,1385170920,inactive
3212,1385169360,1385170500,light_activity
3213,1385169060,1385169360,inactive
3214,1385169000,1385169060,light_activity
3215,1385168820,1385169000,inactive
3216,1385168580,1385168820,light_activity
3217,1385165760,1385168580,inactive
3218,1385165580,1385165760,light_activity
3219,1385165340,1385165580,inactive
3220,1385164620,1385165340,light_activity
3221,1385163120,1385164620,inactive
3222,1385163060,1385163120,light_activity
3223,1385162400,1385163060,inactive
3224,1385162340,1385162400,light_activity
3225,1385161980,1385162340,inactive
3226,1385161620,1385161980,light_activity
3227,1385159760,1385161620,inactive
3228,1385159280,1385159760,light_activity
3229,1385157720,1385159280,inactive
3230,1385157480,1385157720,light_activity
3231,1385156340,1385157480,inactive
3232,1385156040,1385156340,light_activity
3233,1385154240,1385156040,inactive
3234,1385153820,1385154240,light_activity
3235,1385153640,1385153820,inactive
3236,1385152920,1385153640,light_activity
3237,1385152320,1385152920,moderate_activity
3238,1385151960,1385152320,off_wrist
3239,1385148600,1385151960,moderate_activity
3240,1385148540,1385148600,light_activity
3241,1385145000,1385148540,inactive
3242,1385144580,1385145000,light_activity
3243,1385143560,1385144580,inactive
3244,1385142960,1385143560,light_activity
3245,1385140560,1385142960,inactive
3246,1385140080,1385140560,light_activity
3247,1385139120,1385140080,moderate_activity
3248,1385138760,1385139120,light_activity
3249,1385136840,1385138760,inactive
3250,1385136300,1385136840,light_activity
3251,1385135040,1385136300,inactive
3252,1385134200,1385135040,light_activity
3253,1385112420,1385134200,sleep
3254,1385111640,1385112420,inactive
3255,1385111580,1385111640,light_activity
3256,1385110740,1385111580,inactive
3257,1385110560,1385110740,light_activity
3258,1385110380,1385110560,inactive
3259,1385110200,1385110380,light_activity
3260,1385107680,1385110200,inactive
3261,1385107560,1385107680,light_activity
3262,1385107200,1385107560,inactive
3263,1385106600,1385107200,light_activity
3264,1385278080,1385303520,sleep
3265,1385278020,1385278080,light_activity
3266,1385277660,1385278020,inactive
3267,1385277600,1385277660,light_activity
3268,1385275440,1385277600,inactive
3269,1385275380,1385275440,light_activity
3270,1385275200,1385275380,inactive
3271,1385274780,1385275200,light_activity
3272,1385272560,1385274780,inactive
3273,1385271960,1385272560,light_activity
3274,1385271480,1385271960,inactive
3275,1385270700,1385271480,light_activity
3276,1385270460,1385270700,inactive
3277,1385270400,1385270460,light_activity
3278,1385270220,1385270400,inactive
3279,1385269500,1385270220,light_activity
3280,1385269320,1385269500,inactive
3281,1385269020,1385269320,light_activity
3282,1385266920,1385269020,inactive
3283,1385266680,1385266920,light_activity
3284,1385265960,1385266680,inactive
3285,1385265720,1385265960,light_activity
3286,1385265540,1385265720,inactive
3287,1385265480,1385265540,light_activity
3288,1385265180,1385265480,inactive
3289,1385264940,1385265180,light_activity
3290,1385264760,1385264940,inactive
3291,1385264520,1385264760,light_activity
3292,1385264040,1385264520,inactive
3293,1385263740,1385264040,light_activity
3294,1385263500,1385263740,inactive
3295,1385263320,1385263500,light_activity
3296,1385262600,1385263320,inactive
3297,1385262540,1385262600,light_activity
3298,1385262300,1385262540,inactive
3299,1385262240,1385262300,light_activity
3300,1385262060,1385262240,inactive
3301,1385260500,1385262060,light_activity
3302,1385260320,1385260500,inactive
3303,1385257440,1385260320,light_activity
3304,1385256660,1385257440,inactive
3305,1385256600,1385256660,light_activity
3306,1385255700,1385256600,moderate_activity
3307,1385255580,1385255700,light_activity
3308,1385255160,1385255580,off_wrist
3309,1385254980,1385255160,light_activity
3310,1385254380,1385254980,inactive
3311,1385254320,1385254380,light_activity
3312,1385250780,1385254320,moderate_activity
3313,1385250660,1385250780,light_activity
3314,1385250060,1385250660,inactive
3315,1385249940,1385250060,light_activity
3316,1385249640,1385249940,inactive
3317,1385249220,1385249640,light_activity
3318,1385248800,1385249220,inactive
3319,1385248740,1385248800,light_activity
3320,1385248140,1385248740,inactive
3321,1385247900,1385248140,light_activity
3322,1385245020,1385247900,inactive
3323,1385244840,1385245020,light_activity
3324,1385241120,1385244840,inactive
3325,1385240760,1385241120,light_activity
3326,1385239920,1385240760,inactive
3327,1385239860,1385239920,light_activity
3328,1385238780,1385239860,inactive
3329,1385238660,1385238780,light_activity
3330,1385238420,1385238660,inactive
3331,1385238240,1385238420,light_activity
3332,1385237760,1385238240,inactive
3333,1385237580,1385237760,light_activity
3334,1385237040,1385237580,inactive
3335,1385236980,1385237040,light_activity
3336,1385235960,1385236980,moderate_activity
3337,1385235780,1385235960,light_activity
3338,1385235180,1385235780,inactive
3339,1385235120,1385235180,light_activity
3340,1385234940,1385235120,inactive
3341,1385234880,1385234940,light_activity
3342,1385234580,1385234880,inactive
3343,1385234520,1385234580,light_activity
3344,1385234040,1385234520,inactive
3345,1385233740,1385234040,light_activity
3346,1385233500,1385233740,inactive
3347,1385231100,1385233500,light_activity
3348,1385230440,1385231100,inactive
3349,1385196960,1385230440,sleep
3350,1385196360,1385196960,inactive
3351,1385196300,1385196360,light_activity
3352,1385195160,1385196300,inactive
3353,1385194920,1385195160,light_activity
3354,1385194200,1385194920,inactive
3355,1385193840,1385194200,light_activity
3356,1385193300,1385193840,inactive
3357,1385363880,1385367660,inactive
3358,1385361600,1385363880,off_wrist
3359,1385361420,1385361600,light_activity
3360,1385357820,1385361420,inactive
3361,1385357760,1385357820,light_activity
3362,1385353320,1385357760,inactive
3363,1385353260,1385353320,light_activity
3364,1385352480,1385353260,moderate_activity
3365,1385352420,1385352480,light_activity
3366,1385352180,1385352420,inactive
3367,1385351460,1385352180,light_activity
3368,1385350320,1385351460,inactive
3369,1385349600,1385350320,moderate_activity
3370,1385349360,1385349600,inactive
3371,1385348940,1385349360,light_activity
3372,1385347440,1385348940,inactive
3373,1385340780,1385347440,sleep
3374,1385339400,1385340780,inactive
3375,1385339220,1385339400,light_activity
3376,1385336100,1385339220,inactive
3377,1385335980,1385336100,light_activity
3378,1385335740,1385335980,inactive
3379,1385335680,1385335740,light_activity
3380,1385334660,1385335680,inactive
3381,1385334540,1385334660,light_activity
3382,1385334240,1385334540,inactive
3383,1385334060,1385334240,light_activity
3384,1385333760,1385334060,inactive
3385,1385332980,1385333760,light_activity
3386,1385332380,1385332980,inactive
3387,1385332320,1385332380,light_activity
3388,1385331120,1385332320,inactive
3389,1385330820,1385331120,light_activity
3390,1385324640,1385330820,inactive
3391,1385324340,1385324640,light_activity
3392,1385317500,1385324340,inactive
3393,1385317440,1385317500,light_activity
3394,1385317260,1385317440,inactive
3395,1385316120,1385317260,light_activity
3396,1385315520,1385316120,inactive
3397,1385305740,1385315520,sleep
3398,1385303880,1385305740,inactive
3399,1385303520,1385303880,light_activity
3400,1385278080,1385303520,sleep
3401,1385452740,1385453640,inactive
3402,1385452680,1385452740,light_activity
3403,1385451120,1385452680,inactive
3404,1385450820,1385451120,light_activity
3405,1385450520,1385450820,inactive
3406,1385450460,1385450520,light_activity
3407,1385449440,1385450460,inactive
3408,1385449380,1385449440,light_activity
3409,1385448660,1385449380,inactive
3410,1385448600,1385448660,light_activity
3411,1385448420,1385448600,inactive
3412,1385448240,1385448420,light_activity
3413,1385445000,1385448240,inactive
3414,1385444940,1385445000,light_activity
3415,1385440080,1385444940,inactive
3416,1385439180,1385440080,light_activity
3417,1385437800,1385439180,inactive
3418,1385437140,1385437800,light_activity
3419,1385436300,1385437140,inactive
3420,1385436180,1385436300,light_activity
3421,1385435040,1385436180,inactive
3422,1385434740,1385435040,light_activity
3423,1385434560,1385434740,inactive
3424,1385434440,1385434560,light_activity
3425,1385432520,1385434440,inactive
3426,1385432400,1385432520,light_activity
3427,1385432220,1385432400,inactive
3428,1385431320,1385432220,light_activity
3429,1385431140,1385431320,inactive
3430,1385430720,1385431140,light_activity
3431,1385430420,1385430720,inactive
3432,1385430120,1385430420,light_activity
3433,1385429880,1385430120,inactive
3434,1385429520,1385429880,light_activity
3435,1385429160,1385429520,inactive
3436,1385429100,1385429160,light_activity
3437,1385428860,1385429100,inactive
3438,1385428260,1385428860,light_activity
3439,1385427840,1385428260,inactive
3440,1385427780,1385427840,light_activity
3441,1385421900,1385427780,inactive
3442,1385421660,1385421900,light_activity
3443,1385415720,1385421660,inactive
3444,1385415660,1385415720,light_activity
3445,1385415240,1385415660,inactive
3446,1385414340,1385415240,light_activity
3447,1385414160,1385414340,inactive
3448,1385413260,1385414160,light_activity
3449,1385410560,1385413260,inactive
3450,1385409780,1385410560,light_activity
3451,1385409300,1385409780,inactive
3452,1385408580,1385409300,light_activity
3453,1385408280,1385408580,inactive
3454,1385407560,1385408280,light_activity
3455,1385407260,1385407560,inactive
3456,1385407020,1385407260,light_activity
3457,1385406780,1385407020,inactive
3458,1385406660,1385406780,light_activity
3459,1385403120,1385406660,inactive
3460,1385401980,1385403120,light_activity
3461,1385401440,1385401980,inactive
3462,1385401380,1385401440,light_activity
3463,1385400540,1385401380,inactive
3464,1385400300,1385400540,light_activity
3465,1385399760,1385400300,inactive
3466,1385399640,1385399760,light_activity
3467,1385399280,1385399640,inactive
3468,1385398020,1385399280,light_activity
3469,1385397480,1385398020,inactive
3470,1385397240,1385397480,light_activity
3471,1385397060,1385397240,inactive
3472,1385397000,1385397060,light_activity
3473,1385368860,1385397000,sleep
3474,1385368800,1385368860,light_activity
3475,1385368140,1385368800,inactive
3476,1385368080,1385368140,light_activity
3477,1385367720,1385368080,inactive
3478,1385367660,1385367720,light_activity
3479,1385363880,1385367660,inactive
3480,1385539020,1385539740,inactive
3481,1385538960,1385539020,light_activity
3482,1385538180,1385538960,inactive
3483,1385536620,1385538180,light_activity
3484,1385536380,1385536620,inactive
3485,1385536020,1385536380,light_activity
3486,1385535120,1385536020,inactive
3487,1385534700,1385535120,light_activity
3488,1385530920,1385534700,inactive
3489,1385530860,1385530920,light_activity
3490,1385530620,1385530860,inactive
3491,1385530020,1385530620,light_activity
3492,1385527920,1385530020,moderate_activity
3493,1385526900,1385527920,inactive
3494,1385526840,1385526900,light_activity
3495,1385522340,1385526840,inactive
3496,1385521920,1385522340,light_activity
3497,1385521320,1385521920,inactive
3498,1385520480,1385521320,light_activity
3499,1385520000,1385520480,inactive
3500,1385518980,1385520000,light_activity
3501,1385518680,1385518980,inactive
3502,1385517840,1385518680,light_activity
3503,1385516460,1385517840,moderate_activity
3504,1385516280,1385516460,light_activity
3505,1385515440,1385516280,inactive
3506,1385515380,1385515440,light_activity
3507,1385512800,1385515380,inactive
3508,1385512260,1385512800,light_activity
3509,1385506440,1385512260,inactive
3510,1385506080,1385506440,light_activity
3511,1385505840,1385506080,inactive
3512,1385505660,1385505840,light_activity
3513,1385502780,1385505660,inactive
3514,1385502600,1385502780,light_activity
3515,1385501880,1385502600,inactive
3516,1385501820,1385501880,light_activity
3517,1385501460,1385501820,inactive
3518,1385501160,1385501460,light_activity
3519,1385499780,1385501160,inactive
3520,1385499480,1385499780,light_activity
3521,1385499300,1385499480,inactive
3522,1385498700,1385499300,light_activity
3523,1385498280,1385498700,inactive
3524,1385498220,1385498280,light_activity
3525,1385496540,1385498220,inactive
3526,1385496120,1385496540,light_activity
3527,1385495820,1385496120,inactive
3528,1385495040,1385495820,light_activity
3529,1385491140,1385495040,inactive
3530,1385491020,1385491140,light_activity
3531,1385490840,1385491020,inactive
3532,1385490480,1385490840,light_activity
3533,1385490000,1385490480,inactive
3534,1385489940,1385490000,light_activity
3535,1385489160,1385489940,inactive
3536,1385488320,1385489160,light_activity
3537,1385488080,1385488320,inactive
3538,1385488020,1385488080,light_activity
3539,1385487360,1385488020,inactive
3540,1385487300,1385487360,light_activity
3541,1385487120,1385487300,inactive
3542,1385486820,1385487120,light_activity
3543,1385486520,1385486820,inactive
3544,1385486460,1385486520,light_activity
3545,1385486100,1385486460,inactive
3546,1385485860,1385486100,light_activity
3547,1385485560,1385485860,inactive
3548,1385485020,1385485560,light_activity
3549,1385484000,1385485020,off_wrist
3550,1385483940,1385484000,light_activity
3551,1385483460,1385483940,inactive
3552,1385483400,1385483460,light_activity
3553,1385455140,1385483400,sleep
3554,1385454660,1385455140,inactive
3555,1385454600,1385454660,light_activity
3556,1385453700,1385454600,inactive
3557,1385453640,1385453700,light_activity
3558,1385452740,1385453640,inactive
3559,1385618520,1385654460,sleep
3560,1385618340,1385618520,inactive
3561,1385617920,1385618340,light_activity
3562,1385617740,1385617920,inactive
3563,1385617500,1385617740,light_activity
3564,1385616120,1385617500,inactive
3565,1385615760,1385616120,light_activity
3566,1385615160,1385615760,inactive
3567,1385615100,1385615160,light_activity
3568,1385614560,1385615100,inactive
3569,1385614380,1385614560,light_activity
3570,1385614200,1385614380,inactive
3571,1385613300,1385614200,moderate_activity
3572,1385612640,1385613300,light_activity
3573,1385612340,1385612640,inactive
3574,1385612280,1385612340,light_activity
3575,1385612040,1385612280,inactive
3576,1385611680,1385612040,light_activity
3577,1385611440,1385611680,inactive
3578,1385611080,1385611440,light_activity
3579,1385610720,1385611080,inactive
3580,1385610660,1385610720,light_activity
3581,1385610480,1385610660,inactive
3582,1385608800,1385610480,light_activity
3583,1385608080,1385608800,moderate_activity
3584,1385606700,1385608080,light_activity
3585,1385606160,1385606700,inactive
3586,1385606100,1385606160,light_activity
3587,1385605860,1385606100,inactive
3588,1385605440,1385605860,light_activity
3589,1385605140,1385605440,inactive
3590,1385604660,1385605140,light_activity
3591,1385604480,1385604660,inactive
3592,1385604420,1385604480,light_activity
3593,1385604180,1385604420,inactive
3594,1385603820,1385604180,light_activity
3595,1385603460,1385603820,inactive
3596,1385603160,1385603460,light_activity
3597,1385602920,1385603160,inactive
3598,1385602860,1385602920,light_activity
3599,1385602680,1385602860,inactive
3600,1385602560,1385602680,light_activity
3601,1385602380,1385602560,inactive
3602,1385602320,1385602380,light_activity
3603,1385602020,1385602320,inactive
3604,1385601960,1385602020,light_activity
3605,1385601660,1385601960,inactive
3606,1385601120,1385601660,light_activity
3607,1385600880,1385601120,inactive
3608,1385600700,1385600880,light_activity
3609,1385600340,1385600700,inactive
3610,1385599980,1385600340,light_activity
3611,1385599620,1385599980,inactive
3612,1385599320,1385599620,light_activity
3613,1385599020,1385599320,inactive
3614,1385598360,1385599020,light_activity
3615,1385598120,1385598360,inactive
3616,1385598060,1385598120,light_activity
3617,1385597880,1385598060,inactive
3618,1385596800,1385597880,light_activity
3619,1385595900,1385596800,inactive
3620,1385595600,1385595900,light_activity
3621,1385595120,1385595600,inactive
3622,1385594940,1385595120,light_activity
3623,1385593680,1385594940,inactive
3624,1385593560,1385593680,light_activity
3625,1385593260,1385593560,inactive
3626,1385592960,1385593260,light_activity
3627,1385592660,1385592960,inactive
3628,1385592540,1385592660,light_activity
3629,1385592360,1385592540,inactive
3630,1385592300,1385592360,light_activity
3631,1385591340,1385592300,inactive
3632,1385591280,1385591340,light_activity
3633,1385591100,1385591280,inactive
3634,1385590800,1385591100,light_activity
3635,1385590620,1385590800,inactive
3636,1385589780,1385590620,light_activity
3637,1385589300,1385589780,inactive
3638,1385589240,1385589300,light_activity
3639,1385589000,1385589240,inactive
3640,1385588940,1385589000,light_activity
3641,1385582220,1385588940,inactive
3642,1385581860,1385582220,light_activity
3643,1385570040,1385581860,inactive
3644,1385569980,1385570040,light_activity
3645,1385569140,1385569980,inactive
3646,1385569080,1385569140,light_activity
3647,1385568120,1385569080,inactive
3648,1385567640,1385568120,light_activity
3649,1385567460,1385567640,inactive
3650,1385567280,1385567460,light_activity
3651,1385566560,1385567280,inactive
3652,1385566440,1385566560,light_activity
3653,1385565660,1385566440,inactive
3654,1385565360,1385565660,light_activity
3655,1385565060,1385565360,inactive
3656,1385564460,1385565060,moderate_activity
3657,1385563980,1385564460,light_activity
3658,1385563680,1385563980,inactive
3659,1385563380,1385563680,light_activity
3660,1385562000,1385563380,inactive
3661,1385561940,1385562000,light_activity
3662,1385561760,1385561940,inactive
3663,1385561700,1385561760,light_activity
3664,1385560500,1385561700,moderate_activity
3665,1385559420,1385560500,off_wrist
3666,1385559300,1385559420,light_activity
3667,1385556300,1385559300,inactive
3668,1385556240,1385556300,light_activity
3669,1385539740,1385556240,sleep
3670,1385539020,1385539740,inactive
3671,1385709960,1385738040,sleep
3672,1385706540,1385709960,inactive
3673,1385705940,1385706540,light_activity
3674,1385705220,1385705940,inactive
3675,1385705160,1385705220,light_activity
3676,1385704500,1385705160,inactive
3677,1385704440,1385704500,light_activity
3678,1385704200,1385704440,inactive
3679,1385704080,1385704200,light_activity
3680,1385702400,1385704080,inactive
3681,1385702160,1385702400,light_activity
3682,1385701140,1385702160,inactive
3683,1385701080,1385701140,light_activity
3684,1385699880,1385701080,inactive
3685,1385699580,1385699880,light_activity
3686,1385699160,1385699580,inactive
3687,1385698980,1385699160,light_activity
3688,1385698440,1385698980,inactive
3689,1385698020,1385698440,light_activity
3690,1385697840,1385698020,inactive
3691,1385697780,1385697840,light_activity
3692,1385696880,1385697780,inactive
3693,1385696700,1385696880,light_activity
3694,1385696460,1385696700,inactive
3695,1385696400,1385696460,light_activity
3696,1385696220,1385696400,inactive
3697,1385696160,1385696220,light_activity
3698,1385695440,1385696160,inactive
3699,1385695380,1385695440,light_activity
3700,1385693640,1385695380,inactive
3701,1385693520,1385693640,light_activity
3702,1385692860,1385693520,inactive
3703,1385692740,1385692860,light_activity
3704,1385692380,1385692740,inactive
3705,1385692320,1385692380,light_activity
3706,1385691360,1385692320,inactive
3707,1385691300,1385691360,light_activity
3708,1385691060,1385691300,inactive
3709,1385691000,1385691060,light_activity
3710,1385689200,1385691000,inactive
3711,1385689080,1385689200,light_activity
3712,1385688900,1385689080,inactive
3713,1385688660,1385688900,light_activity
3714,1385687640,1385688660,inactive
3715,1385687040,1385687640,light_activity
3716,1385684100,1385687040,inactive
3717,1385683620,1385684100,light_activity
3718,1385682960,1385683620,inactive
3719,1385682840,1385682960,light_activity
3720,1385682360,1385682840,inactive
3721,1385682300,1385682360,light_activity
3722,1385680800,1385682300,inactive
3723,1385680380,1385680800,light_activity
3724,1385679900,1385680380,inactive
3725,1385679840,1385679900,light_activity
3726,1385679180,1385679840,inactive
3727,1385679120,1385679180,light_activity
3728,1385678580,1385679120,inactive
3729,1385678400,1385678580,light_activity
3730,1385678040,1385678400,inactive
3731,1385677920,1385678040,light_activity
3732,1385677320,1385677920,inactive
3733,1385677200,1385677320,light_activity
3734,1385675940,1385677200,inactive
3735,1385675820,1385675940,light_activity
3736,1385675160,1385675820,inactive
3737,1385675100,1385675160,light_activity
3738,1385674800,1385675100,inactive
3739,1385674680,1385674800,light_activity
3740,1385674380,1385674680,inactive
3741,1385674320,1385674380,light_activity
3742,1385673780,1385674320,inactive
3743,1385673600,1385673780,light_activity
3744,1385671560,1385673600,inactive
3745,1385671260,1385671560,light_activity
3746,1385670420,1385671260,off_wrist
3747,1385670240,1385670420,light_activity
3748,1385668560,1385670240,inactive
3749,1385668380,1385668560,light_activity
3750,1385666880,1385668380,inactive
3751,1385666820,1385666880,light_activity
3752,1385665260,1385666820,inactive
3753,1385665200,1385665260,light_activity
3754,1385664900,1385665200,inactive
3755,1385664660,1385664900,light_activity
3756,1385662680,1385664660,inactive
3757,1385662620,1385662680,light_activity
3758,1385661780,1385662620,inactive
3759,1385661300,1385661780,light_activity
3760,1385661060,1385661300,inactive
3761,1385660640,1385661060,light_activity
3762,1385660040,1385660640,inactive
3763,1385659980,1385660040,light_activity
3764,1385659560,1385659980,inactive
3765,1385659500,1385659560,light_activity
3766,1385659020,1385659500,inactive
3767,1385658660,1385659020,light_activity
3768,1385658300,1385658660,inactive
3769,1385658180,1385658300,light_activity
3770,1385657940,1385658180,inactive
3771,1385657640,1385657940,light_activity
3772,1385657460,1385657640,inactive
3773,1385657100,1385657460,light_activity
3774,1385656800,1385657100,inactive
3775,1385656740,1385656800,light_activity
3776,1385655000,1385656740,inactive
3777,1385654820,1385655000,light_activity
3778,1385654460,1385654820,inactive
3779,1385618520,1385654460,sleep
3780,1385796900,1385821740,sleep
3781,1385796720,1385796900,light_activity
3782,1385794380,1385796720,inactive
3783,1385794320,1385794380,light_activity
3784,1385794140,1385794320,inactive
3785,1385793300,1385794140,light_activity
3786,1385792880,1385793300,inactive
3787,1385792100,1385792880,light_activity
3788,1385791500,1385792100,inactive
3789,1385791440,1385791500,light_activity
3790,1385791140,1385791440,inactive
3791,1385790840,1385791140,light_activity
3792,1385790540,1385790840,inactive
3793,1385789640,1385790540,light_activity
3794,1385789400,1385789640,inactive
3795,1385789220,1385789400,light_activity
3796,1385788980,1385789220,inactive
3797,1385786280,1385788980,light_activity
3798,1385785980,1385786280,inactive
3799,1385785620,1385785980,light_activity
3800,1385785440,1385785620,inactive
3801,1385783400,1385785440,light_activity
3802,1385783160,1385783400,inactive
3803,1385782800,1385783160,light_activity
3804,1385781960,1385782800,moderate_activity
3805,1385781900,1385781960,light_activity
3806,1385781720,1385781900,inactive
3807,1385781480,1385781720,light_activity
3808,1385780880,1385781480,inactive
3809,1385780820,1385780880,light_activity
3810,1385780160,1385780820,inactive
3811,1385780100,1385780160,light_activity
3812,1385779020,1385780100,moderate_activity
3813,1385778480,1385779020,light_activity
3814,1385778240,1385778480,inactive
3815,1385778180,1385778240,light_activity
3816,1385777340,1385778180,inactive
3817,1385777280,1385777340,light_activity
3818,1385776740,1385777280,inactive
3819,1385776320,1385776740,light_activity
3820,1385776140,1385776320,inactive
3821,1385775600,1385776140,light_activity
3822,1385774880,1385775600,inactive
3823,1385774640,1385774880,light_activity
3824,1385774220,1385774640,inactive
3825,1385773860,1385774220,light_activity
3826,1385773080,1385773860,moderate_activity
3827,1385772960,1385773080,light_activity
3828,1385772780,1385772960,inactive
3829,1385772720,1385772780,light_activity
3830,1385772480,1385772720,inactive
3831,1385772360,1385772480,light_activity
3832,1385771040,1385772360,inactive
3833,1385770980,1385771040,light_activity
3834,1385770500,1385770980,inactive
3835,1385770440,1385770500,light_activity
3836,1385769480,1385770440,inactive
3837,1385769240,1385769480,light_activity
3838,1385769060,1385769240,inactive
3839,1385768700,1385769060,light_activity
3840,1385768340,1385768700,inactive
3841,1385768280,1385768340,light_activity
3842,1385767440,1385768280,inactive
3843,1385767380,1385767440,light_activity
3844,1385767020,1385767380,inactive
3845,1385766960,1385767020,light_activity
3846,1385766300,1385766960,inactive
3847,1385765880,1385766300,light_activity
3848,1385764380,1385765880,inactive
3849,1385763900,1385764380,light_activity
3850,1385763120,1385763900,off_wrist
3851,1385762940,1385763120,light_activity
3852,1385761200,1385762940,inactive
3853,1385761080,1385761200,light_activity
3854,1385760900,1385761080,inactive
3855,1385760840,1385760900,light_activity
3856,1385760240,1385760840,inactive
3857,1385760120,1385760240,light_activity
3858,1385759700,1385760120,inactive
3859,1385759520,1385759700,light_activity
3860,1385758080,1385759520,inactive
3861,1385758020,1385758080,light_activity
3862,1385757660,1385758020,inactive
3863,1385756760,1385757660,light_activity
3864,1385754660,1385756760,inactive
3865,1385753940,1385754660,light_activity
3866,1385753340,1385753940,inactive
3867,1385751360,1385753340,light_activity
3868,1385750460,1385751360,inactive
3869,1385750400,1385750460,light_activity
3870,1385747340,1385750400,inactive
3871,1385747160,1385747340,light_activity
3872,1385745600,1385747160,inactive
3873,1385742240,1385745600,off_wrist
3874,1385741100,1385742240,light_activity
3875,1385740080,1385741100,inactive
3876,1385739960,1385740080,light_activity
3877,1385739720,1385739960,inactive
3878,1385739540,1385739720,light_activity
3879,1385738040,1385739540,inactive
3880,1385709960,1385738040,sleep
3881,1385878200,1385911200,sleep
3882,1385877360,1385878200,inactive
3883,1385877300,1385877360,light_activity
3884,1385876820,1385877300,inactive
3885,1385876760,1385876820,light_activity
3886,1385876580,1385876760,inactive
3887,1385876520,1385876580,light_activity
3888,1385876340,1385876520,inactive
3889,1385876220,1385876340,light_activity
3890,1385875200,1385876220,inactive
3891,1385875140,1385875200,light_activity
3892,1385873520,1385875140,inactive
3893,1385873460,1385873520,light_activity
3894,1385869140,1385873460,inactive
3895,1385868660,1385869140,light_activity
3896,1385868180,1385868660,inactive
3897,1385868000,1385868180,light_activity
3898,1385865900,1385868000,inactive
3899,1385865720,1385865900,light_activity
3900,1385864520,1385865720,sleep
3901,1385859060,1385864520,inactive
3902,1385858760,1385859060,light_activity
3903,1385857560,1385858760,inactive
3904,1385857500,1385857560,light_activity
3905,1385852880,1385857500,inactive
3906,1385852460,1385852880,light_activity
3907,1385851800,1385852460,inactive
3908,1385851680,1385851800,light_activity
3909,1385851320,1385851680,inactive
3910,1385850900,1385851320,light_activity
3911,1385848440,1385850900,inactive
3912,1385842740,1385848440,sleep
3913,1385836440,1385842740,inactive
3914,1385836320,1385836440,light_activity
3915,1385836140,1385836320,inactive
3916,1385836020,1385836140,light_activity
3917,1385834880,1385836020,inactive
3918,1385834340,1385834880,light_activity
3919,1385834160,1385834340,inactive
3920,1385834040,1385834160,light_activity
3921,1385832060,1385834040,inactive
3922,1385831760,1385832060,light_activity
3923,1385831460,1385831760,inactive
3924,1385830620,1385831460,light_activity
3925,1385830260,1385830620,inactive
3926,1385829960,1385830260,light_activity
3927,1385829000,1385829960,inactive
3928,1385828820,1385829000,light_activity
3929,1385828280,1385828820,inactive
3930,1385827980,1385828280,light_activity
